ID,Review
595,"Great hotel. Staying in a 1 BE apartment long term. Very new facility. Very nice coffee shop with great food and service. When the the gigantic swimming pool is finally open and fitness center is finished and open and the new ""Tastes"" restaurant is finished and open, move the rating from 3 stars to 5 stars :-)"
596,"It's new, so it's very clean and nice."
597,Not so bad....just only far away from downtown and no have shopping mall around there...
598,"Business trip, not bad!"
599,Good hotel in Binh Duong
600,"The swimming pool is finally open for swimming, but the price has also increased by more than 50%..."
601,The price is too expensive.. Location far from city.. But food is good
602,clean hotel with many amenities
603,"The night before I left, I made an appointment to take a taxi to Oasis and then to the airport, but the taxi driver would not walk around. My friend waited for a long time at Oasis, and then went directly to the airport. I spent a lot of money, bad reviews, bad reviews!"
604,very bad very bad
605,"Good breakfast, clean room with comfortable bed..."
606,breakfast is good
607,"Nice hotel, breakfast is OK"
608,The price and facilities are so good. Korea Town is a bit far
609,Still new and the restaurant choices is increasing too
610,"Good place for business stay. Big rooms. In this area there is only hotel no shops, nothing. If you want to do something in the evening you need to take a taxi."
611,Comfortable space
612,nice indeed
613,"Excessive fruit plus signature warm greetings, it feels like going home"
614,I am very upset about the way the sales department of this hotel  works.
615,"Nice, new, cheap hotel"
616,The hotel is quite spacious...
617,"It's okay, there are many types."
618,"swimming pool is clear and comfortable.
power cut without infomration"
619,"The environment of the hotel is very good, the location is located in the new city, and there are few supporting facilities around, but it is not a problem to eat. The facilities in the room are equivalent to the level of domestic express hotels. The front desk can speak English and can communicate. Generally speaking, Vietnam's five-star is equivalent to domestic The three-star class is less than four-star, and the price is about the same"
620,The room smells
621,"Hotel room is not bad. Breakfast is okay, but there is no restaurant in the hotel, so you have to go to nearby Japanese, Chinese, or Vietnamese restaurants. There didn't seem to be any places to shop nearby, and it's a location I don't want to stay for a long time."
622,"Cool, feel comfort"
623,"Clean, the staff are so good"
624,"Good environment, the future development of Vietnam..."
625,"Top notch accommodations in Vietnam. The facilities, food, and most importantly, the staff made our stay one to remember. Thank you, Becamex Hotel, New City!"
626,"Beautiful spacious landscape. Food is only average, not special."
627,"Far from the city center but luxury, comfortable hotel."
628,Hotel and conference organization
629,"Every time I go on a business trip, I stay in this hotel. It's very good, but it's hard to get a standard room. I recently booked an apartment, and it's not as comfortable as a standard room"
630,"Nice neat and clean hotel with friendly staff. Food is good, though the options are not too many. Good convenient location too."
631,"It's nice and clean, and the breakfast is perfect. I want to take care of you again."
632,Clean and comfortable! come back next time!
633,"General location, good environment"
634,Hotel is new and clean.
635,"Very clean and cozy hotel, I live here every time I go on a business trip, it's very good."
636,"very clean. I especially like the hotel's landscaping courtyard. Every time I go to Vietnam, I will stay in this hotel"
637,I visited Becamex New City Hotel on a business trip. I stayed well for 5 days at an affordable price and cleanly. The morning breakfast was also good. I am satisfied overall except for the fact that there were a few commercial areas nearby as it is close to my business trip.
638,"Beautiful, clean, there is a coffee shop under the hotel. Modern rooms are suitable for relaxation and work."
639,"The hotel is modern, clean, very good price, the surrounding is a bit deserted"
640,"Elegant and polite, mainly foreigner guests"
641,"It was a bit far from the airport, so it was difficult to come."
642,"Do not expect shopping around this area
But hotel location is great for the business around this new industrial area"
643,"I was blown away by this hotel.  First off, it is very beautifully-designed throughout.  The staff goes above and beyond to make guests feel special.  Check-in was hassle-free.  The apartment hotel was extremely clean with a comfortable bed and a nice view.  The area is so quite and peaceful.  The gym and infinity pool at night especially are so relaxing.  The highlight of my trip was the restaurant which has great service and the best Western food and cocktails in the area.  I would love to stay here again!"
644,"clean, hygienic and comfortable"
645,"Belongs to the new urban area, the hotel environment is very good"
646,"Clean facility. The wind blew hard and the windows didn't close, but they asked for a replacement, so they replaced it... but it took a long time"
647,"Cheap, good life function"
648,"Been staying with this hotel on many business trips.
Enjoying each stay as usual"
649,"A very good hotel for business travelers. Very polite and helpful staff. 
The corridors are full of smoke smell."
650,Good vibes
651,Fairly new and therefore still in good condition. Breakfast good and very extensive.
652,"It's very clean and the breakfast is great. Room condition is also very good. However, there is nothing special to enjoy around. But for business trips, this is the best value for money hotel."
653,"Good facilities, quiet setting"
654,"Clean, $60 per night, breakfast included, best value for money"
655,"We had a very nice stay at the Becamex Hotel. It exceeded our expectations. If you have business in Binh Duong, it is great option. The rooms were large and clean, the furnishings were very modern, the breakfast buffet was different every morning and had a lot of options. The Stagg were also very friendly and spoke very good English."
656,Fantastic hotel and staff. Food variety less
657,Nice and clean hotel.. near family mart..
658,"Very comfortable, large room and complete facilities. Clean, very comfortable and delicious food."
659,Clean. Large room. Low price.
660,Beautiful place. Friendly and enthusiastic staffs
661,"A star hotel located in Xinshi Town, with novel equipment and elegant environment."
662,Nice service
663,"Peaceful, clean, beautiful view"
664,"The environment is good, but there is no food around!"
665,"I have mixed feelings with this Becamex. Same time last year, i stayed at this hotel, although there were no pool and gym available and i got their words that they were under construction, i had a great time and put 5 star rating for this hotel with all hospitality i got from hotel staff. For this recent stays, pool and gym are not still in operation (although the next door serviced apartment (owned by Becamex hotel/group) pool and gym are vacant but not accessible by hotel guests) which is not acceptable for 4 star hotel in the remote location, the hospitality of reception desk staff has gone to the new low, they seems not be able to handle simple requests from customers. The room clearness is ok (that is some you expect from 4 star hotel so nothing fancy here). The only highlight I got from this stay is the wonderful services from restaurants staff."
666,"It's just suitable for business trips, it's too far away and there are no shopping malls around"
667,"Clean and quiet as always.
More food choices this time round..."
668,"Delicious bearkfast.
Inconvenient surrounding environment"
669,Friendly staff
670,CHECK OUT time is too long and it takes 30 minutes. It seriously affects our scheduled travel time.
671,"Stayed one night, including breakfast.
Rooms clean and spacious. Staff were ok. Amenieties, well there are none. Quite remote location but a few restaurants close by. All ok except breakfast. Tea and coffee were served from communal pots, but the tea was awful so I asked for some boiling water and a tea bag but was refused. Spoke to the duty manager at the restaurant and asked him to try the tea and he agreed it was terrible but that's the way they do it. Offered to let me have a tea bag at extra charge! Nice when I've paid for breakfast and all I wanted was a cup of tea, nothing else.
It's the first time I've ever left a hotel restaurant to go to a coffee shop to get a cup of tea
I know this is a very small complaint, but a bit of common sense and I would have been quite happy, instead  I would never stay here again or recommend it to anyone either."
672,"It's quiet for sleeping on a business trip alone, and the room condition is good for the price. However, it is correct to see that there is nothing inside and outside. Meals and transportation are very inconvenient."
673,"I didn’t like the hard bed , the air conditioner not adjustable, too warm."
674,It's the best. Facilities and friendliness
675,Clean and quiet.
676,"This is my second stay. In 2016, a new hotel was opened in Thu Dau Mot New Town, close to Binh Duong Industrial Zone. The facilities are very new! The environment is quiet and the service is very good! Continue to book in the future!"
677,"Overall, I feel safe and comfortable staying in this hotel. Staffs are very friendly and helpful. They can communicate in English. Nevertheless, I would prefer and like to try more local delights since I am a foreigner. Most of the foods served here are western foods."
678,"This so-called hotel feels more like a real estate sales promotion. Its format is basically a small residential unit with a sofa, dining table and kitchen. The business guests are very small, but I met many Korean women who came to play golf. The buffet breakfast is very rich and lively, but I am the only one eating in the evening. The hotel has a swimming pool and spa, but it has been open for three years and has not yet been used. The location is really remote, if there are vacancies, it is better to live in the Becamex Hotel near the city center!"
679,"Stayed alone in this hotel for 3 different nights to get some good rest from weekday hard work. 

Clean, great services, people nice, but no swimming pool or gym even outside nearby was very disappointed for me. However, it was good to have time to get refresh. 

Used three different rooms, two was with good view and quite, but one was terrible sleep with noisy from neighbor’s room. 

Think.... it is good for business trip that I recommend."
680,"All five points must be given, all aspects are good, the sense of luxury is acceptable, recommended! !"
681,poor service
682,"The hotel is quite large, next to Binh Duong province's convention and exhibition center"
683,"
BECAMEX is the second best hotel in this area. New enough, the front desk said that the swimming pool is under construction. It is OK for more than 300 yuan. The location is 20 minutes away from the city center. There is a bar in the vicinity of 3 minutes, and there is convenience in 10 minutes Shop. Nearby is a high-end residential area, many facilities are under construction. I believe there will be a new scene in the future. The breakfast is too small to choose. The orange juice is not fresh. Basically, I can’t think of anything delicious. Let’s order a cup of Vietnamese coffee....Basic It's clean and has an electric toilet. But because it's too far away, you don't have to think about anything, just hibernate obediently at night...."
684,"The environment is fresh, clean and tidy. The staff try their best to keep it clean and beautiful. Thank you very much for the long-stay rooms. The layout is very warm. I think it's nice, but there is a swimming pool and a gym, but they can't use it. They claim that the facilities have not been completed. Waiting to live here for almost a year, but it's been a long time. It's very disappointing to start half a project. I also want to suggest that your hotel has such a large scale and space. You can build a children's play area, so that business people or tourists who have children living here for a long time can feel more at ease with their children here. pleasure"
685,"Clean. It's quiet because it's in an industrial area, but there's no convenience store nearby, so convenience doesn't seem to be good."
686,5 star standard hotel
687,Good foods and lovely environment
688,Quiet place with good ratio price/service
689,Nice place. Good hotel. Nice construction . Calm and quiet.
690,"This is the best hotel in this neighborhood, but there are not many facilities around it, so it is inconvenient for eating and shopping."
691,"A five-star hotel costs about NT$1,600 a night."
692,This is a place with a clean environment and good traffic
693,"5 star hotel whit a very good price, but  pool and spa not yet ready"
694,Everything is beautiful except the language barrier
695,Quiet... Good service...
696,"Good service, cheap price"
697,"Excellent hotel for the price, but there is no place to eat nearby. Hotel meals are also good."
698,Nice and spacious space. Worthy in Binh Duong New City area
699,Inexpensive and clean environment Breakfast is so-so
700,Beautiful Staff is extremely attentive and enthusiastic. Delicious breakfast. Other dishes: a bit expensive (Pho Bo 100k/bowl). Good service.
701,Room is ok but other facilities are not ready to serve. Boring around.
702,"Shampoo has three Aedes mosquitoes, disgusting."
703,Great experience in Becamex
704,"good quality hotel , not near anything , no soul."
705,"Recommend the regular room type (as opposed to Service Apartment) which has the more regular ""hotel"" feel of traveling."
706,"They were out of regular room for the first night so I tried their Serviced Apartment room type.
Spacious and the bed room is a separate room. Too bad that the bed room do not have TV, where I use it to hypnotize myself into sleep when traveling.
There is a small balcony which is nice, BUT BE VERY CAREFUL that sliding door do not have handle on the outside, so when you slide it close once you are outside, there is no where you can get back in...Unless you have phone and can call the front desk to the rescue."
707,"I'm staying for more than 2 months on a business trip.
1. Room: clean (good value for money)
2. Additional facilities: No swimming pool, gym, business lounge, etc.
3. Service: friendly and good
4. Meals: 2 months of struggle with repeated breakfast
5. Surroundings: There are only a few restaurants due to lack of infrastructure
(There is one Korean restaurant, the taste is...)
6. There is a convenience store nearby, so there are Korean cup noodles, kimchi, and snacks.
7. Tourism and Amenities: There is a paid swimming pool, health & yoga, tennis court, badminton court, etc. 1.5km away
(800,000 VND for 1 month of gym <About 40,000 won>)"
708,"Breakfast menu is too meager for the size of the hotel.
Room service menu too small."
709,"Can not use swimming pool, very disappointed"
710,"Close to industry park, and that's the only thing it is convenient for.
Hotel is relatively new and clean however, keep in mind it location is the new district with nothing around."
711,The toilet still has hair from the previous tenant
712,"1st time to this hotel and is well managed 3-year hotel. big room, clean and competitive price.. planning to have business meeting or seminar for the customers nearby!!! keep it up"
713,"It's new, so it's clean and has good security, but the facilities are still weak and there's almost nothing around. There are many people who do business on business trips, but there is no shuttle, so it is not recommended for families."
714,"It's a new hotel, so everything was clean and nice."
715,"Clean and quiet.
Breakfast is not so good"
716,"it's definitely isolated area from city but it's new and clean, i'm not sure what their star rate is but it was absolutely outstanding for their room charge.
spacious with very attentive staffs, good cafeteria, tennis court and i liked the structure with empty center hallway.
there is a swimming pool but it belongs to the apartment area when i went to have a look the security stopped me. i'm not sure it is only for apartment residents."
717,"I sprained my ankle on a business trip on November 13th, and came directly to my room with a wheelchair from the hotel. I also received a note saying to contact me immediately if there are any problems with printed materials translated into Korean as I do not speak English or Vietnamese. I was so grateful for the meticulous consideration, and when I said I liked the hotel, other business travelers using it increased. The only regret is that when I go on a business trip, I stay for 4 to 7 days, but there is no breakfast that suits the taste of Koreans, and I tend to get bored with the unchanged breakfast. It's a cheap accommodation, but I think the breakfast needs a little change."
718,"The hotel is new and clean, but far from residential areas, so it is suitable for those who want to be quiet and rest after a working day."
719,"Really good breakfast with a variety of Western and Asian food. Rooms are comfortable, modern, and well equiped. When it comes to the service quality, the standard is comparable to European 4 star hotels."
720,"Good, affordable, next time you want to live"
721,"Rooms and lobby are spacious, clean and comfortable.
nothing especially"
722,"Breakfast was fine.
The last time I came here was a year ago. At that time, it was said that the swimming pool and gym were being repaired. A year later and still nothing. "
723,"The hotel as a whole: the room, the staff and the location from the object that I needed. The purpose of the trip was business. I would like to note the hotel staff, namely the competence, responsiveness, friendliness and attention to the guests of the hotel. I really liked the hotel itself, so the length of stay amounted from November 3, 2017 to November 18, 2017.
Pricing policy for the airport-hotel"" transfer: this service is provided, but the cost is 2.5 times higher than taking a taxi (I note this not as a drawback, but as a circumstance that can be improved)"""
724,"Room space.
Breakfast too little"
725,"The room booked on Ctrip for a business trip is the standard of a five-star hotel and the price of a three-star hotel! It's a pity that the Chinese service needs to be improved! It is difficult to communicate without a translator. The breakfast environment and dishes are not bad, the bed is very comfortable, and the hotel uses a very good mattress! I hope there are Chinese prompts on the TV and facilities in the room, and I will stay in this hotel next time I come to Vietnam!"
726,Warm toilet seat
727,"Clean, hygienic, comfortable and warm, the location is a bit remote, but fortunately there are taxis scheduled at the door, the breakfast is very delicious, the surrounding environment is quiet, there are Chinese restaurants, Japanese food and convenience stores diagonally opposite, overall I am very satisfied, it is worth recommending!"
728,"The location is not very central, but it's not very remote either.. A very good hotel for a business hotel.."
729,QUIET ENVIRONMENT WITH SOME NICE RESTAURANTS NEARBY
730,"It's a new hotel, so the price is good for the standard, but there's nothing around and nothing in the hotel is properly operated except for the breakfast buffet."
731,"Hotel staff are very nice, rooms are clean and comfortable, everything was fine for me."
732,"It's a place I went on a business trip, but the surroundings are not active, so there are few places to eat or enjoy nearby. I can't even use the facilities. It's new, so it's clean, but it's still not recommended for families."
733,"The room was spacious, comfortable and clean"
734,Good service and convenient place to rest.
735,"Clearly.
Location"
736,"This is the New Town Becamex.  It is next to a convention center but it is out in the middle of no where.  They have really good food, and the cost wasn't bad.  The staff is good.  No place to go  around there, so really it is just either for business or a get away for R&R."
737,"Rooms are spacious, new and clean!
nothing especially"
738,"Location is far from city centre, not convinece for business traveller."
739,"The breakfast is average, the sanitation is good, the facilities are good, and the place is a bit biased"
740,"The room was spacious, clean and comfortable!
The view from the room was also good.
Room confirmation time at check-out is a little late. "
741,"Excellent environment.
No place for leisure activities around"
742,"Very new hotel with clean and spacious rooms. Staff is very friendly and attentive. Great place to stay in Thu Dau Mot. I did enjoy my stay. Definitely recommend it.
Breakfast is just so-so."
743,"Peripheral accessories, software executive director"
744,Clean and relatively new hotel. Great staff but location is in the new developing area so nothing much to see
745,environment of grace
746,"It's clean, the breakfast is good, and it's very good."
747,Good option for business traveler
748,"It's worth the money, and will consider it in the next trip"
749,Smokers are better outside!
750,"There are no amenities near Becamex yet, so my time was free. I wanted to run a coffee shop until late and make it like a little bar. I wanted to get a massage, but that was also disappointing. If that part is met, I would like to recommend more. ."
751,"The room was clean, spacious, and comfortable. The view from the room was also good. You can watch Japanese NHK TV, and it was easy to get information. Nothing in particular."
752,"clean.
Swimming pool and sauna unfinished"
753,"Breakfast and bed were comfortable....
Pool not open, no saunna"
754,"Relatively new hotel at the industry area.
Limited food choice after hour though"
755,Hygienic
756,The washroom has an automatic toilet seat which is really nice
757,The hotel is located in the new urban area. The decoration is luxurious. The room is very comfortable. The wifi is very powerful and very good.
758,Hot and cold water in the shower
759,"Located in a very desolate area
Do not allow visitors to enter the room late at night. 12 o'clock at night
A friend of mine came to visit..."
760,"New hotel at new city center so nothing much around the area.
Friendly and helpful staff"
761,Clean and comfortable for business traveler
762,New hotel and clean but choices of restaurant in the area is limited
763,"As a new business hotel, it shows great value for money. Compared to the existing Binh Duong Becamex Hotel, it has significantly better facilities and sanitary conditions. However, compared to the Becamex Hotel, the location is a bit far from the industrial area of Binh Duong. There is no facility nearby. There is not much floating population. Breakfast is not listed separately, but a simple meal is served in the room, and they say that you have to pay extra to use the outside buffet. Basically, it's a hotel breakfast. Ham naturally thought of serving a buffet, so this part felt a bit unpleasant.”"
764,"Breakfast is average.
The wash basin cannot be used after the toilet door is opened"
765,"The hotel itself is very good, but the surrounding area is really too far away. Going out alone at night is really scary."
766,I was forced to pay for small broken mirror even tough I did not touched the mirrow. Very bad experience.
767,"The hotel itself is very clean and comfortable. The rooms are luxurious. It is ideal for business travelers who work nearby and want to work in peace in the evenings or relax in the large hotel room. The bus network is well developed, punctual, cheap and reliable. The hotel is located in the ""New Town"" (Thanh Pho Moi) of Binh Duong. The city consists of modern high-rise buildings and huge streets. However, everything seems like a ghost town with no people. In the near and far area is as good as nothing going on. There are a handful of restaurants that are almost empty apart from one good sushi place. Street kitchens are non-existent. There is absolutely nothing in the hotel apart from the hotel cafe and hotel bar restaurant. Spa area, pool and fitness center are ""under construction""."
768,"The entire hotel and rooms were clean and spacious, and the facilities were good. The breakfast was good, and the service was good. It took a long time to check out (5-10 minutes), and I couldn't understand Japanese. , English is hard to understand"
769,"I wish the breakfast was a little better.
There was nothing around the hotel, so I was at a loss."
770,"The charging socket is the same as that used in China, and all the facilities are complete, which is very good. There are several restaurants around, not too expensive and acceptable."
771,As I travel for business this new hotel is great. Away from all the hustle bustle and beeping horns :)  Would not suite anyone on holidays as in a commercial area. But certainly my stopover hotel when visiting my suppliers in Ho Chi Minh.
772,"Stay four night in this hotel. Very close to Nam Tan Uyen Industrial Park. Nice coffee shop around the hotel corner. New, comfortable and clean. but gym is not yet opened. Very quite but nothing to do at night."
773,"Due to some problems, I had to cancel my booking through agoda on the day of pick up, the hotel gave me the flexibility to change the date without charge. New, beautiful, clean hotel, modern facilities, enthusiastic attentive staff, free breakfast and delicious lunch, reasonable price. Suggest the hotel to quickly complete the swimming pool and gym."
774,"One day there was no room and it was confiscated.
The deposit has not been returned to me due to computer problems. "
775,"Although VSIP Singapore Industrial Park is not far from downtown Ho Chi Minh City, it is a developing area with inconvenient transportation and accommodation is also a problem. The Becamex Hotel, operated by the industrial park in cooperation with the government, provides a comfortable and convenient option. The location is at the border of VSIP, and the hardware and software are very suitable."
776,"They need to hire a decent chef that knows  how to cook a steak. Dinner here was not so good and we waited and hour to get one of two meals which was a sea bass that came out overdone and fishy smell. Will not be back to this place .

They have a nice pool but it hasn't opened since the hotel was started so I don't stay here anymore.  

Hotel is poorly run and government owned."
777,The hotel is new and clean. But location is near industrial zone so limited choice of restaurant.
778,The location does not allow many choice of restaurant after hours.
779,It's just that the surrounding environment is not good and it's too far away. Others 0k
780,"I stay only 4 nights in this hotel but everything was perfect.
Everything is clean
The staff is friendly 
The standard room is big enough and cost around 50 € per night incl. Breakfast.

The only negative thing is,
You have nothing around the hotel
Only 1 small supermarket
3 restaurants i think.

So you have to go by taxi in the city or rental car.

Sorry for my bad englisch :D"
781,"Price is cheaper than Becamex downtown
There are no facilities inside
First of all, the cafe coffee on the first floor is cheap and delicious.
And if you go back 5 minutes from the hotel, there are so many restaurants where you can eat Japanese, Chinese, Vietnamese, and Western food.
There are a lot of Western food at the food court, and Korean ramen and other things are sold at convenience stores.
It's just that eating the same breakfast is boring."
782,"Very good hotel, attentive service"
783,pool not open
784,"Cheaper than Becamex downtown
There are so many auxiliary facilities, and if you go a little to the left from the entrance, there is a restaurant village right away, but there is no restaurant without Japanese, local, Korean, or Western food. It's just too far from downtown..."
785,"It's a new hotel near industrial zone so not much of a choice of dinner after hour.
Room is clean and spacious however, the staff still require more training to be a true 4stars service"
786,"It's really good, the value is moderate, and the room facilities are very good. Butt-flushing toilets are fun."
787,The environment of the cafe next to the lobby is good
788,"Pros:
  - Friendly and enthusiastic worker
  - clean hotel, modern design
  - the passion affair cocktail is delicious and cheap (compared to the price at a bar in the city)
Cons:
  - no gym, swimming pool, or tennis court
  - The space around Binh Duong new city is also nothing
     --> staying more than 2 days will be very boring"
789,"Dedicated service, luxurious interior"
790,modern appearance with good services
791,Eti's le coffee & pastry I think pastry and cake of this cafe is the best in Binh Duong. And Coffee is good also. But I feel little burn taste  because they use much Vietnamese beans I guess.
792,The best hotel in Binh Duong
793,Really nice hotel to stay in.
794,"A hotel that has a swimming pool but is not operating. But good value for money. Breakfast has not changed for 3 months. In the evening, the hotel bar is also closed. I hope to have it all up and running someday."
795,"Worth a visit, good security, happy staff"
796,"The staff require more experience and training, but as for the price and the cleanness of the hotel, this is a great hotel.
Location is near new industry zone, so nothing much to see or dine after hours."
797,Newest Becamex hotel in Binh DUONG New City. Soft opened. Very comfortable and cosy rooms. Good hotel facilities and recently opened coffee shop in hotel lobby. Will be the preferred hotel in this developing city.
798,"Location is remote, others are good"
799,"Hotel is new and rooms are clean.
The service and staff are also excellent. Arrangements for taxis to sudden destinations were made without delay. However, there are few commercial facilities around, and although there are several restaurants and a food court, it is not lively except for the sushi bar, and it is hesitant to enter. There seems to be a bus, so access to the city may be good. "
800,The best hotel I have stayed in Binh Duong.
801,"The hotel is very new, opened in 2016. The location is not in the city center, a bit remote, but the environment is relatively quiet.
There are swimming pools and tennis courts. If you don't like busy areas, this hotel is suitable for people who are busy and quiet
The price/performance ratio is also high, it is worth recommending! "
802,"Because it is a new urban area, the transportation is not very convenient, the hotel has just opened, the swimming pool and the gym are not perfect, so there is a discount, overall it is good, quiet, and the end."
803,"This hotel is very good, I stayed several times"
804,This hotel is very good
805,This hotel is very good in BD
806,"The hotel is new and clean
However the location is at centre of new development
so nothing much to see dinning option is limited"
807,"Hotel is clean, staff friendly just the gym & swimming pool is not available. I wish to do some workup during stay for 2 night but both gym & swimming pool not available."
808,Toilet hot water seens like not hot enough.Can be improve.
809,"It's wonderful because it conveys Japanese hospitality.
I can stay without complaining.
Not good for sightseeing, but…"
810,"The hotel facilities are great, service staff are excellent, best experience ever."
811,"I stayed for 28 days on a business trip, but it's okay, good good good"
812,"The hotel is clean, new and quiet. Good breakfast! There are beautiful swimming pools, tennis courts, squares around the hotel, which are very suitable for running, and there are several football fields opposite the hotel. It's a bit remote, not convenient for shopping."
813,"I used it for the first time.

The front desk and doorman can speak English.
You can't expect Japanese.

It's a new hotel, so it's very clean.

The housekeeper greets you with a smile
gave me

For breakfast, selectable card menu
I'll have a look and tell the staff.
(For some reason, there was also a buffet style day.)

Since it is a city that is developing from now on, there are few users.

There is a Japanese restaurant SUSHI BAR"" nearby, There was a convenience store ""Family mart"". """
814,Newly open and very good!
815,"The hotel is out of town and is really in a very secluded area but very convenient for those who are around the Binh Duong Convention Centre. Super new, friendly staff and good food :) 5* to this!"
816,Nice place but don't have many place to entertainment nearby
